Dates;Flow_Rate_L_Andelle_a_Vascoeuil;Flow_Rate_L_Austreberthe_a_Saint_Paer;Flow_Rate_L_Elure_a_Cailly_sur_Eure;Flow_Rate_L_Epte_a_Fourges;Flow_Rate_L_Eure_a_Louviers;Flow_Rate_La_Durdent_a_Vittefleur;Flow_Rate_La_Ganzeville_a_Ganzeville;Flow_Rate_La_Saane_a_Val_de_Saane;Flow_Rate_Le_Cailly_a_Notre_Dame_de_Bondeville_x;Flow_Rate_Le_Cailly_a_Fontaine_le_Bourg__Grand_Tendos;Flow_Rate_Le_Cailly_a_Notre_Dame_de_Bondeville_y;Flow_Rate_Le_Commerce_a_Gruchet_le_Valasse;Flow_Rate_La_Seine_a_Alfortville;Flow_Rate_La_Risle_A_Pont_Authou;Surface_Water_Level_L_Andelle_a_Vascoeuil;Surface_Water_Level_L_Austreberthe_a_Saint_Paer;Surface_Water_Level_L_Elure_a_Cailly_sur_Eure;Surface_Water_Level_L_Epte_a_Fourges;Surface_Water_Level_L_Eure_a_Louviers;Surface_Water_Level_La_Durdent_a_Vittefleur;Surface_Water_Level_La_Ganzeville_a_Ganzeville;Surface_Water_Level_La_Saane_a_Val_de_Saane;Surface_Water_Level_Le_Cailly_a_Notre_Dame_de_Bondeville;Surface_Water_Level_Le_Cailly_a_Fontaine_le_Bourg__Grand_Tendos;Surface_Water_Level_Le_Commerce_a_Gruchet_le_Valasse;Surface_Water_Level_La_Seine_A_Alfortville;Surface_Water_Level_La_Risle_A_Pont_Authou;Water_Level_Caudebec;Water_Level_Tancarville;Water_Level_Duclair;Water_Level_Honfleur;Water_Level_Rouen;Rainfall_Dieppe;Rainfall_Octeville;Rainfall_Rouen;Temperature_Dieppe;Temperature_Octeville;Temperature_Rouen;Cote_NGF_BSS000EPAR;Cote_NGF_BSS000FGNF;Cote_NGF_BSS000FHCQ;Cote_NGF_BSS000FLDL;Cote_NGF_BSS000FLJZ;Cote_NGF_BSS000FLMB;Cote_NGF_BSS000GTXB;Cote_NGF_BSS000MRWS;Tide (m)
26/06/2018;4.44;2.07;20.6;8.24;26.1;4.15;1.24;0.534;2.91;0.818;2.91;0.203;156.0;15.0;0.5;0.32;1.0;0.96;0.19;0.31;0.6;0.11;0.47;0.36;0.08;0.65;0.29;7.27;7.59;7.21;7.48;7.35;0.0;0.0;0.0;13.4;13.7;20.1;144.53;57.21;29.21;72.71;101.9;125.14;54.18;130.3;4.832
27/06/2018;4.37;2.07;19.7;8.09;25.5;4.14;1.24;0.532;2.87;0.818;2.87;0.219;142.0;15.2;0.5;0.32;0.98;0.95;0.18;0.31;0.6;0.11;0.47;0.36;0.09;0.65;0.3;7.36;7.67;7.22;7.58;7.41;0.0;0.0;0.0;14.2;12.7;21.0;144.55;57.21;29.21;72.7;101.9;125.11;54.18;130.31;4.848
28/06/2018;4.36;2.06;19.2;8.33;25.1;4.12;1.25;0.534;2.8;0.818;2.8;0.206;140.0;14.6;0.5;0.32;0.97;0.96;0.17;0.31;0.6;0.11;0.46;0.36;0.09;0.66;0.28;7.46;7.78;7.31;7.7;7.49;0.0;0.0;0.0;15.7;14.1;21.6;144.57;57.22;29.21;72.68;101.89;125.09;54.19;130.32;4.89
29/06/2018;4.29;2.07;18.6;7.83;24.5;4.14;1.24;0.533;2.86;0.797;2.86;0.203;128.0;14.3;0.5;0.32;0.95;0.94;0.15;0.31;0.6;0.11;0.47;0.36;0.08;0.63;0.27;7.52;7.84;7.42;7.75;7.62;0.0;0.0;0.0;17.0;15.4;22.5;144.58;57.22;29.21;72.67;101.89;125.05;54.2;130.33;4.922
30/06/2018;4.3;2.07;17.9;7.73;24.1;4.11;1.24;0.534;2.78;0.787;2.78;0.231;131.0;14.1;0.5;0.32;0.93;0.94;0.14;0.31;0.6;0.11;0.46;0.36;0.1;0.65;0.27;7.52;7.81;7.45;7.72;7.61;0.0;0.0;0.0;15.4;14.6;23.5;144.6;57.23;29.22;72.67;101.88;125.03;54.21;130.34;4.944
01/07/2018;4.23;2.07;17.2;7.7;22.9;4.09;1.22;0.528;2.75;0.753;2.75;0.198;126.0;14.1;0.49;0.32;0.91;0.94;0.11;0.3;0.6;0.11;0.46;0.36;0.08;0.63;0.27;7.51;7.76;7.43;7.65;7.59;0.0;0.4;0.4;3.5;3.5;4.1;144.62;57.23;29.22;72.67;101.88;125.0;54.21;130.34;4.981
02/07/2018;4.17;2.07;17.4;7.67;24.1;4.05;1.27;0.528;2.77;0.73;2.77;0.195;130.0;19.1;0.49;0.32;0.92;0.94;0.14;0.3;0.6;0.11;0.46;0.36;0.08;0.71;0.41;7.48;7.74;7.41;7.57;7.54;1.0;0.2;0.2;0.3;0.9;0.1;144.64;57.22;29.22;72.67;101.88;124.96;54.21;130.34;4.956
03/07/2018;4.12;2.14;21.0;7.85;25.3;4.06;1.21;0.528;2.75;0.797;2.75;7.46;119.0;22.9;0.49;0.33;1.03;0.95;0.17;0.3;0.6;0.11;0.46;0.36;0.84;0.64;0.51;7.37;7.69;7.28;7.55;7.42;1.4;0.4;3.0;5.0;4.4;5.0;144.65;57.22;29.22;72.67;101.87;124.91;54.22;130.33;4.952
04/07/2018;4.16;2.05;17.8;8.45;22.7;4.04;1.18;0.528;2.75;0.73;2.75;0.442;120.0;17.3;0.49;0.32;0.94;0.97;0.1;0.3;0.59;0.11;0.46;0.36;0.15;0.68;0.36;7.24;7.56;7.2;7.4;7.35;4.0;7.6;0.8;10.7;10.4;13.3;144.66;57.22;29.22;72.67;101.86;124.85;54.22;130.34;4.956
05/07/2018;4.14;2.04;16.7;7.72;21.9;4.02;1.21;0.528;2.74;0.718;2.74;0.261;130.0;14.4;0.49;0.32;0.91;0.94;0.08;0.3;0.6;0.11;0.46;0.35;0.11;0.68;0.27;7.05;7.34;7.03;7.17;7.2;0.2;0.0;0.0;12.6;12.2;19.9;144.67;57.22;29.22;72.67;101.86;124.82;54.23;130.34;4.942
06/07/2018;4.1;2.02;16.5;7.65;21.4;4.02;1.16;0.523;2.72;0.741;2.72;0.231;130.0;13.9;0.49;0.31;0.9;0.94;0.07;0.3;0.59;0.11;0.46;0.36;0.1;0.68;0.26;6.87;7.15;6.87;6.98;7.09;0.2;0.0;0.2;16.5;13.9;19.2;144.68;57.22;29.22;72.67;101.85;124.77;54.23;130.33;4.85
07/07/2018;4.1;2.04;16.1;7.61;20.8;4.01;1.16;0.519;2.67;0.718;2.67;0.208;137.0;13.7;0.49;0.32;0.89;0.94;0.05;0.3;0.59;0.11;0.45;0.35;0.09;0.69;0.26;6.72;6.98;6.73;6.79;6.93;0.0;0.0;0.0;14.9;14.8;22.9;144.69;57.21;29.22;72.68;101.85;124.73;54.23;130.32;4.8566666666666665
08/07/2018;4.06;2.01;15.7;7.61;20.3;3.99;1.14;0.522;2.67;0.752;2.67;0.211;148.0;13.6;0.48;0.31;0.88;0.94;0.04;0.29;0.59;0.11;0.45;0.36;0.09;0.75;0.25;6.73;7.01;6.78;6.85;6.93;3.0;1.2;4.2;16.6;18.4;23.3;144.7;57.21;29.22;72.69;101.84;124.69;54.23;130.33;4.863333333333333
09/07/2018;4.04;1.97;15.3;7.39;20.3;3.99;1.17;0.534;2.7;0.775;2.7;0.206;131.0;13.3;0.48;0.31;0.87;0.93;0.03;0.29;0.59;0.11;0.46;0.36;0.09;0.69;0.24;6.94;7.21;6.98;7.06;7.13;0.0;0.0;0.2;13.8;13.4;14.3;144.7;57.22;29.21;72.7;101.84;124.63;54.24;130.34;4.87
10/07/2018;4.0;1.96;15.2;7.34;20.5;3.96;1.2;0.534;2.69;0.718;2.69;0.203;120.0;13.3;0.48;0.31;0.87;0.93;0.04;0.29;0.59;0.11;0.45;0.35;0.08;0.63;0.24;7.22;7.47;7.18;7.37;7.32;0.2;0.0;0.0;12.5;10.9;11.9;144.71;57.22;29.22;72.71;101.83;124.6;54.24;130.35;4.876666666666667
11/07/2018;4.1;1.97;15.3;7.4;20.9;4.02;1.19;0.522;2.69;0.717;2.69;0.2;122.0;13.1;0.48;0.31;0.88;0.93;0.05;0.3;0.59;0.11;0.45;0.35;0.08;0.62;0.24;7.53;7.76;7.44;7.68;7.5;1.0;3.2;1.6;10.1;10.6;9.9;144.72;57.22;29.22;72.71;101.83;124.56;54.24;130.36;4.883333333333333
12/07/2018;4.01;1.97;15.0;7.42;20.7;4.03;1.19;0.522;2.68;0.717;2.68;0.198;116.0;13.1;0.48;0.31;0.87;0.93;0.04;0.3;0.59;0.11;0.45;0.35;0.08;0.62;0.24;7.79;8.04;7.62;7.92;7.64;22.5;8.9;5.4;9.1;7.2;9.2;144.73;57.22;29.22;72.7;101.83;124.53;54.25;130.36;4.89
13/07/2018;4.02;1.99;14.9;7.61;20.5;3.99;1.21;0.522;2.74;0.706;2.74;0.192;116.0;13.0;0.48;0.31;0.87;0.94;0.04;0.29;0.6;0.11;0.46;0.35;0.08;0.62;0.23;7.99;8.21;7.69;8.09;7.82;0.0;0.2;0.0;16.7;14.1;20.5;144.74;57.22;29.22;72.69;101.82;124.5;54.25;130.36;4.8966666666666665
14/07/2018;3.98;1.98;14.8;7.71;20.6;3.99;1.16;0.52;2.66;0.706;2.66;0.19;117.0;12.9;0.48;0.31;0.87;0.94;0.04;0.29;0.59;0.11;0.45;0.35;0.08;0.64;0.23;8.02;8.31;7.89;8.18;8.01;0.0;0.2;0.0;16.7;14.1;21.5;144.75;57.23;29.22;72.67;101.82;124.46;54.25;130.38;4.903333333333333
15/07/2018;3.96;1.96;15.3;7.38;21.2;3.96;1.23;0.522;2.66;0.706;2.66;0.187;116.0;12.9;0.48;0.31;0.89;0.93;0.06;0.29;0.6;0.11;0.45;0.35;0.08;0.66;0.23;8.11;8.35;7.96;8.24;8.12;0.0;0.0;0.0;15.4;14.5;21.7;144.76;57.23;29.22;72.67;101.82;124.43;54.26;130.39;4.91
16/07/2018;3.99;1.92;15.5;7.33;22.1;3.94;1.15;0.522;2.68;0.706;2.68;0.185;114.0;12.7;0.48;0.3;0.89;0.93;0.09;0.29;0.59;0.11;0.45;0.35;0.08;0.62;0.23;8.13;8.28;8.0;8.19;8.13;0.0;0.0;0.0;16.4;14.1;21.8;144.77;57.24;29.22;72.67;101.81;124.41;54.26;130.4;4.937
17/07/2018;4.18;1.93;16.6;7.27;19.1;3.95;1.16;0.522;2.66;0.705;2.66;0.168;111.0;12.7;0.49;0.3;0.93;0.93;0.0;0.29;0.59;0.11;0.45;0.35;0.07;0.63;0.22;8.01;8.17;7.9;8.06;8.04;0.0;0.0;0.0;17.8;15.3;19.3;144.77;57.24;29.23;72.68;101.81;124.37;54.26;130.39;4.921
18/07/2018;3.93;1.96;14.7;7.19;19.2;3.94;1.15;0.516;2.73;0.694;2.73;0.169;117.0;12.6;0.48;0.31;0.87;0.92;0.0;0.29;0.59;0.1;0.46;0.35;0.07;0.63;0.22;7.73;7.98;7.66;7.88;7.82;0.0;0.0;0.0;13.7;14.2;20.0;144.78;57.24;29.23;72.68;101.8;124.34;54.27;130.39;4.91
19/07/2018;3.98;1.93;14.6;7.06;20.2;4.0;1.16;0.522;2.67;0.682;2.67;0.258;139.0;13.4;0.48;0.3;0.87;0.92;0.03;0.3;0.59;0.11;0.45;0.35;0.11;0.63;0.25;7.39;7.7;7.34;7.56;7.49;1.0;0.4;5.4;13.2;14.1;21.7;144.79;57.25;29.22;72.68;101.8;124.3;54.27;130.4;4.905
20/07/2018;4.9;1.94;14.9;7.39;21.3;4.16;1.36;0.534;2.83;1.0;2.83;0.735;109.0;15.0;0.52;0.31;0.88;0.93;0.06;0.31;0.61;0.11;0.47;0.38;0.22;0.61;0.29;7.11;7.39;7.1;7.22;7.26;4.8;8.9;5.3;18.4;16.4;17.7;144.8;57.25;29.23;72.73;101.79;124.26;54.27;130.43;4.946
21/07/2018;4.47;1.94;15.1;7.82;20.5;4.06;1.17;0.528;2.82;0.735;2.82;0.203;108.0;14.3;0.5;0.31;0.89;0.95;0.04;0.3;0.59;0.11;0.46;0.36;0.08;0.59;0.27;6.87;7.14;6.92;6.94;7.1;0.2;0.0;0.0;17.8;16.3;17.5;144.81;57.25;29.23;72.71;101.79;124.23;54.28;130.43;4.946
22/07/2018;4.11;1.93;15.4;7.57;19.8;4.01;1.1;0.522;2.68;0.673;2.68;0.192;110.0;13.2;0.48;0.3;0.9;0.94;0.02;0.3;0.58;0.11;0.45;0.35;0.08;0.6;0.24;6.83;7.12;6.85;6.95;7.01;0.0;0.2;0.0;15.2;14.5;19.8;144.81;57.24;29.23;72.69;101.79;124.19;54.28;130.42;4.869
23/07/2018;4.05;1.93;15.1;7.44;19.6;3.96;1.1;0.522;2.66;0.681;2.66;0.192;109.0;13.1;0.48;0.3;0.89;0.93;0.02;0.29;0.58;0.11;0.45;0.35;0.08;0.61;0.24;6.89;7.19;6.87;7.01;7.01;0.0;0.0;0.0;15.6;14.7;21.6;144.82;57.24;29.23;72.69;101.79;124.15;54.28;130.42;4.938
24/07/2018;4.02;1.92;15.0;7.24;19.7;3.99;1.09;0.516;2.63;0.716;2.63;0.195;108.0;12.7;0.48;0.3;0.89;0.93;0.02;0.29;0.58;0.1;0.45;0.35;0.08;0.6;0.22;7.06;7.41;7.04;7.22;7.17;0.0;0.0;0.0;17.4;15.5;22.8;144.83;57.25;29.23;72.7;101.78;124.11;54.28;130.43;4.972
25/07/2018;3.99;1.93;15.0;7.02;19.3;3.95;1.14;0.522;2.61;0.705;2.61;0.203;105.0;12.8;0.48;0.3;0.89;0.92;0.01;0.29;0.59;0.11;0.45;0.35;0.08;0.65;0.23;7.19;7.53;7.15;7.38;7.24;0.0;0.0;0.0;18.4;15.6;23.5;144.83;57.24;29.23;72.7;101.78;124.07;54.29;130.43;4.952
26/07/2018;3.89;1.91;14.8;6.9;18.7;3.93;1.2;0.516;2.58;0.705;2.58;0.208;111.0;12.5;0.47;0.3;0.89;0.91;-0.01;0.29;0.59;0.1;0.45;0.35;0.09;0.68;0.22;7.34;7.71;7.25;7.56;7.35;0.0;0.0;0.0;17.7;15.9;26.6;144.84;57.25;29.23;72.7;101.77;124.03;54.29;130.44;4.966
27/07/2018;4.65;4.11;14.8;6.85;18.6;3.93;1.24;0.673;3.42;0.826;3.42;0.452;116.0;12.4;0.51;0.51;0.89;0.91;-0.01;0.29;0.6;0.13;0.51;0.36;0.15;0.71;0.22;7.5;7.83;7.29;7.71;7.42;8.9;2.2;7.7;20.2;17.5;23.5;144.85;57.25;29.24;72.7;101.77;124.0;54.3;130.45;5.006
28/07/2018;4.19;2.33;14.2;7.04;19.7;3.96;1.25;0.534;2.88;0.781;2.88;0.2;121.0;12.5;0.49;0.35;0.87;0.92;0.02;0.29;0.6;0.11;0.47;0.36;0.08;0.74;0.22;7.59;7.87;7.55;7.73;7.77;0.0;0.8;0.2;17.1;15.0;19.5;144.85;57.26;29.24;72.7;101.77;123.96;54.3;130.45;5.059
29/07/2018;3.98;2.06;14.1;7.04;18.2;4.01;1.17;0.516;2.64;0.727;2.64;0.301;102.0;12.2;0.48;0.32;0.87;0.92;-0.03;0.3;0.59;0.1;0.45;0.36;0.12;0.62;0.21;7.66;7.91;7.58;7.78;7.74;4.0;7.9;0.6;17.3;16.5;19.4;144.86;57.25;29.24;72.71;101.77;123.92;54.3;130.44;5.017
30/07/2018;3.93;2.08;13.8;6.95;18.7;3.96;1.1;0.534;2.68;0.739;2.68;0.556;106.0;12.1;0.48;0.32;0.86;0.92;-0.01;0.29;0.58;0.11;0.45;0.36;0.18;0.65;0.21;7.55;7.85;7.5;7.75;7.65;0.2;0.0;5.5;20.0;19.0;21.5;144.86;57.25;29.24;72.72;101.76;123.88;54.3;130.44;4.979
31/07/2018;3.92;1.93;13.9;6.95;17.8;3.94;1.15;0.516;2.62;0.75;2.62;0.2;102.0;12.0;0.48;0.3;0.87;0.92;-0.04;0.29;0.59;0.1;0.45;0.36;0.08;0.64;0.2;7.53;7.76;7.43;7.65;7.55;0.0;0.2;0.0;17.5;17.3;20.4;144.86;57.24;29.24;72.73;101.76;123.83;54.3;130.43;4.946
01/08/2018;3.91;1.91;13.7;6.74;17.6;3.96;1.2;0.516;2.6;0.75;2.6;0.198;121.0;12.0;0.48;0.3;0.86;0.91;-0.04;0.29;0.59;0.1;0.45;0.36;0.08;0.62;0.2;7.44;7.75;7.38;7.57;7.51;0.0;0.0;0.0;3.0;3.0;3.9;144.86;57.24;29.24;72.72;101.75;123.79;54.3;130.42;4.898
02/08/2018;3.82;1.89;13.6;6.57;17.8;3.95;1.21;0.511;2.61;0.738;2.61;0.195;121.0;12.0;0.47;0.3;0.86;0.9;-0.04;0.29;0.6;0.1;0.45;0.36;0.08;0.62;0.2;7.31;7.65;7.26;7.51;7.4;0.6;2.4;0.2;-0.1;0.3;0.2;144.86;57.24;29.23;72.71;101.75;123.74;54.31;130.42;4.891
03/08/2018;3.74;1.89;13.6;6.44;17.5;4.01;1.21;0.516;2.56;0.715;2.56;0.195;173.0;11.8;0.47;0.3;0.86;0.9;-0.04;0.3;0.6;0.1;0.44;0.35;0.08;0.61;0.2;7.2;7.53;7.14;7.4;7.29;6.3;7.9;5.4;4.3;5.5;5.5;144.86;57.24;29.23;72.7;101.75;123.69;54.31;130.43;4.897
04/08/2018;3.73;1.88;13.1;6.24;17.4;3.95;1.22;0.511;2.52;0.738;2.52;0.195;125.0;11.6;0.47;0.3;0.84;0.89;-0.05;0.29;0.6;0.1;0.44;0.36;0.08;0.62;0.19;7.01;7.32;7.01;7.17;7.18;0.4;0.8;0.4;8.7;8.9;13.6;144.86;57.24;29.23;72.69;101.74;123.64;54.31;130.43;4.892
05/08/2018;3.7;1.88;12.9;6.28;16.7;3.93;1.24;0.511;2.56;0.726;2.56;0.195;107.0;11.6;0.47;0.3;0.83;0.89;-0.07;0.29;0.6;0.1;0.44;0.36;0.08;0.6;0.19;6.77;7.1;6.79;6.93;6.92;0.0;0.0;0.0;12.8;10.8;17.5;144.86;57.24;29.23;72.69;101.74;123.59;54.32;130.44;4.883
06/08/2018;3.65;1.88;13.0;6.2;16.4;3.92;1.23;0.505;2.61;0.749;2.61;0.195;154.0;11.6;0.47;0.3;0.84;0.89;-0.08;0.29;0.6;0.1;0.45;0.36;0.08;0.65;0.19;6.77;7.02;6.82;6.85;6.96;0.0;0.0;0.0;15.0;13.6;18.5;144.86;57.25;29.24;72.7;101.73;123.55;54.32;130.47;4.937
07/08/2018;3.63;3.86;13.0;6.19;21.1;3.93;1.18;0.522;4.97;0.835;4.97;0.211;110.0;16.7;0.47;0.49;0.84;0.89;0.06;0.29;0.59;0.11;0.61;0.37;0.09;0.65;0.34;6.98;7.27;7.02;7.09;7.14;0.0;0.0;0.0;15.9;15.6;22.5;144.87;57.26;29.24;72.72;101.73;123.5;54.33;130.49;5.013
08/08/2018;3.68;1.94;13.3;6.35;18.7;3.94;1.23;0.519;2.77;0.772;2.77;0.185;121.0;16.8;0.47;0.31;0.85;0.89;-0.01;0.29;0.6;0.1;0.46;0.36;0.08;0.66;0.34;7.2;7.47;7.18;7.35;7.31;0.0;0.0;0.0;17.2;16.3;19.3;144.88;57.25;29.24;72.71;101.73;123.47;54.32;130.48;5.025
09/08/2018;3.94;2.31;15.4;8.65;19.0;4.52;1.32;0.539;2.79;0.793;2.79;0.461;122.0;12.7;0.48;0.34;0.93;0.99;-0.0;0.34;0.61;0.11;0.46;0.36;0.16;0.68;0.23;7.6;7.83;7.55;7.72;7.65;0.0;0.0;0.0;11.3;13.9;14.4;144.88;57.25;29.24;72.72;101.72;123.41;54.33;130.47;5.024
10/08/2018;3.89;2.31;15.6;8.65;19.6;4.34;1.18;0.516;2.61;0.814;2.61;0.179;115.0;12.4;0.48;0.34;0.93;0.99;0.02;0.33;0.59;0.1;0.45;0.36;0.08;0.64;0.21;7.93;8.13;7.8;8.01;7.75;0.2;0.0;0.2;4.7;6.3;10.3;144.88;57.24;29.24;72.73;101.72;123.36;54.32;130.44;5.022
11/08/2018;3.68;1.86;14.3;7.68;18.4;4.12;1.1;0.511;2.58;0.949;2.58;0.177;112.0;12.1;0.47;0.3;0.89;0.95;-0.02;0.31;0.58;0.1;0.45;0.38;0.07;0.67;0.21;8.09;8.34;7.82;8.24;7.94;0.0;0.0;0.4;5.7;6.6;6.8;144.88;57.24;29.24;72.73;101.72;123.31;54.33;130.43;4.983
12/08/2018;3.6;1.86;14.0;7.14;17.7;4.02;1.08;0.516;2.6;0.793;2.6;0.195;113.0;11.7;0.47;0.3;0.88;0.93;-0.04;0.3;0.58;0.1;0.45;0.36;0.08;0.67;0.19;8.27;8.52;7.99;8.42;8.11;3.4;4.6;7.0;7.1;7.9;9.0;144.88;57.25;29.24;72.74;101.71;123.25;54.33;130.48;5.016
13/08/2018;3.77;2.47;14.0;7.15;17.6;5.79;1.37;0.693;3.1;0.835;3.1;2.2;106.0;11.7;0.47;0.36;0.88;0.93;-0.04;0.44;0.61;0.13;0.49;0.37;0.41;0.65;0.19;8.36;8.53;8.2;8.42;8.31;12.0;2.2;2.4;16.3;15.7;17.1;144.89;57.25;29.25;72.76;101.71;123.22;54.34;130.49;5.063
14/08/2018;3.69;1.87;14.1;7.22;17.6;4.13;1.1;0.519;2.63;0.835;2.63;0.192;108.0;11.8;0.47;0.3;0.88;0.93;-0.04;0.31;0.58;0.11;0.45;0.37;0.08;0.64;0.2;8.37;8.51;8.23;8.39;8.34;0.0;0.0;0.0;17.6;17.1;18.4;144.89;57.24;29.25;72.76;101.71;123.17;54.33;130.47;4.989
15/08/2018;3.58;1.81;14.1;6.99;17.6;4.09;1.09;0.516;2.56;0.793;2.56;0.185;108.0;11.5;0.47;0.29;0.89;0.92;-0.04;0.3;0.58;0.1;0.44;0.36;0.08;0.64;0.19;8.15;8.3;8.01;8.18;8.13;0.0;0.0;0.0;18.0;17.4;18.5;144.89;57.24;29.24;72.76;101.71;123.11;54.33;130.44;4.96
16/08/2018;3.55;1.93;14.0;6.91;17.5;4.23;1.14;0.522;2.57;0.814;2.57;0.494;105.0;11.4;0.47;0.3;0.88;0.92;-0.05;0.32;0.59;0.11;0.44;0.36;0.16;0.64;0.18;7.89;8.12;7.77;7.98;7.89;1.0;6.9;2.8;17.3;16.5;18.9;144.89;57.24;29.24;72.76;101.7;123.04;54.34;130.46;4.979
17/08/2018;3.56;1.93;14.4;6.8;17.5;4.24;1.1;0.522;2.57;0.793;2.57;0.182;104.0;11.6;0.47;0.3;0.9;0.91;-0.05;0.32;0.58;0.11;0.44;0.36;0.08;0.62;0.19;7.53;7.87;7.49;7.7;7.65;0.0;0.0;0.2;14.1;15.1;16.8;144.89;57.24;29.24;72.75;101.7;122.99;54.34;130.46;4.926
18/08/2018;3.53;1.84;14.2;6.69;17.8;4.04;1.03;0.505;2.56;0.793;2.56;0.177;107.0;11.2;0.47;0.29;0.89;0.91;-0.04;0.3;0.58;0.1;0.44;0.36;0.07;0.62;0.18;7.07;7.38;7.02;7.21;7.18;0.2;0.0;0.0;13.6;16.0;15.7;144.89;57.23;29.24;72.74;101.7;122.93;54.34;130.43;4.909
19/08/2018;3.55;1.84;13.8;6.72;17.2;4.03;1.09;0.505;2.55;0.782;2.55;0.174;140.0;11.1;0.47;0.29;0.88;0.91;-0.05;0.3;0.58;0.1;0.44;0.36;0.07;0.62;0.18;6.77;7.06;6.75;6.86;6.9;0.6;0.4;0.6;15.3;16.4;18.9;144.89;57.23;29.24;72.74;101.69;122.87;54.34;130.44;4.945
20/08/2018;3.52;1.82;13.8;6.64;16.3;4.04;1.08;0.499;2.54;0.793;2.54;0.169;103.0;11.0;0.47;0.29;0.88;0.91;-0.08;0.3;0.58;0.1;0.44;0.36;0.07;0.61;0.17;6.53;6.79;6.55;6.56;6.71;0.0;0.2;0.6;17.9;17.1;20.1;144.89;57.23;29.24;72.73;101.69;122.82;54.34;130.44;4.935
21/08/2018;3.48;1.82;14.0;6.66;16.8;4.16;1.04;0.499;2.6;0.771;2.6;0.187;98.9;11.1;0.46;0.29;0.88;0.91;-0.07;0.31;0.58;0.1;0.45;0.36;0.08;0.61;0.18;6.55;6.81;6.57;6.61;6.71;0.2;3.2;0.0;19.2;18.2;19.8;144.89;57.23;29.24;72.73;101.69;122.76;54.34;130.45;4.906
22/08/2018;3.48;1.83;14.2;6.62;16.7;4.1;1.07;0.505;2.52;0.759;2.52;0.171;103.0;10.9;0.46;0.29;0.89;0.91;-0.07;0.3;0.58;0.1;0.44;0.36;0.07;0.61;0.17;6.84;7.15;6.84;6.97;6.98;0.0;0.0;0.0;16.0;15.2;19.6;144.89;57.24;29.24;72.73;101.68;122.7;54.35;130.46;4.946
23/08/2018;3.51;1.84;14.0;6.62;16.7;4.06;1.05;0.516;2.51;0.759;2.51;0.174;103.0;10.8;0.47;0.29;0.89;0.91;-0.07;0.3;0.58;0.1;0.44;0.36;0.07;0.62;0.17;7.19;7.54;7.1;7.35;7.19;0.4;0.2;0.2;17.2;17.1;18.1;144.89;57.24;29.25;72.72;101.68;122.65;54.35;130.46;5.014
24/08/2018;3.48;2.49;14.1;6.62;16.8;4.75;1.17;0.592;2.64;0.783;2.64;0.682;96.1;10.8;0.47;0.36;0.89;0.91;-0.07;0.36;0.59;0.12;0.45;0.36;0.2;0.58;0.17;7.5;7.74;7.43;7.62;7.31;7.0;7.5;4.0;16.1;15.2;15.0;144.89;57.24;29.24;72.72;101.68;122.59;54.35;130.46;5.055
25/08/2018;3.55;2.6;14.2;6.54;17.0;4.52;1.2;0.561;2.69;0.792;2.69;0.354;104.0;10.9;0.47;0.37;0.9;0.9;-0.06;0.34;0.59;0.11;0.45;0.36;0.13;0.65;0.17;7.49;7.83;7.49;7.71;7.64;0.0;0.4;0.0;13.5;12.5;12.7;144.9;57.24;29.25;72.72;101.67;122.54;54.35;130.46;5.037
26/08/2018;3.47;1.89;14.2;6.51;16.8;4.17;1.16;0.511;2.54;0.747;2.54;0.252;106.0;10.7;0.47;0.3;0.9;0.9;-0.07;0.31;0.59;0.1;0.44;0.36;0.1;0.63;0.16;7.75;7.98;7.4;7.86;7.52;12.5;2.6;3.4;9.4;11.6;15.1;144.9;57.25;29.25;72.73;101.67;122.48;54.36;130.47;5.053
27/08/2018;3.48;1.89;14.1;6.6;16.8;4.1;1.1;0.511;2.52;0.736;2.52;0.216;114.0;10.8;0.47;0.3;0.9;0.91;-0.06;0.3;0.58;0.1;0.44;0.36;0.09;0.66;0.16;7.82;8.06;7.72;7.93;7.85;0.0;0.0;0.2;16.8;16.0;16.2;144.9;57.25;29.25;72.73;101.67;122.43;54.36;130.47;5.065
28/08/2018;3.44;1.81;14.0;6.46;16.8;4.07;1.05;0.513;2.52;0.724;2.52;0.166;140.0;10.5;0.46;0.29;0.9;0.9;-0.07;0.3;0.58;0.1;0.44;0.36;0.07;0.76;0.16;7.74;8.08;7.64;7.98;7.76;7.9;14.1;8.3;13.7;12.3;17.5;144.9;57.24;29.25;72.74;101.67;122.37;54.36;130.46;4.995
29/08/2018;4.03;2.39;16.5;7.53;21.9;4.87;1.27;0.578;2.89;0.844;2.89;1.71;181.0;11.8;0.49;0.35;0.99;0.95;0.08;0.37;0.6;0.11;0.47;0.37;0.36;0.86;0.2;7.77;8.06;7.67;7.92;7.83;12.9;5.3;14.1;15.5;14.4;16.1;144.9;57.24;29.25;72.76;101.66;122.32;54.36;130.48;5.005
30/08/2018;3.96;1.92;17.2;7.1;22.8;4.24;1.04;0.516;2.56;0.662;2.56;0.161;134.0;11.2;0.49;0.3;1.01;0.93;0.1;0.32;0.58;0.1;0.44;0.35;0.07;0.62;0.18;7.7;7.92;7.69;7.79;7.86;0.0;0.2;0.0;14.6;14.8;15.6;144.9;57.23;29.25;72.75;101.66;122.26;54.36;130.44;4.928
